pmcid	journal_title	impact_factor	predicted_journal	quartile
PMC9385986	Frontiers in Bioengineering and Biotechnology	6.064	Frontiers in Bioengineering and Biotechnology	Q1
PMC5321495	Nature genetics	41.307	NATURE GENETICS	Q1
PMC3510040	PLoS Genetics	6.02	PLoS Genetics	Q1
PMC3605808	Parasites & Vectors	4.047	Parasites & Vectors	Q1
PMC6417773	PLoS ONE	3.752	PLoS One	Q2
PMC3495263	Frontiers in Neuroscience	5.152	Frontiers in Neuroscience	Q2
PMC3717085	BMC Bioinformatics	3.307	BMC BIOINFORMATICS	Q2
PMC3935450	Nature genetics	41.307	NATURE GENETICS	Q1
PMC6393312	Nucleic Acids Research	19.16	NUCLEIC ACIDS RESEARCH	Q1
PMC4451125	The Journal of Experimental Medicine			
PMC3577818	PLoS ONE	3.752	PLoS One	Q2
PMC4635553	Stem Cell Research & Therapy	8.079	Stem Cell Research & Therapy	Q1
PMC4039470	PLoS ONE	3.752	PLoS One	Q2
PMC7610614	Nature methods	47.99	NATURE METHODS	Q1
PMC4373124	BMC Genomics	4.547	BMC GENOMICS	Q2
PMC7732449	Frontiers in Immunology	8.786	Frontiers in Immunology	Q1
PMC7372218	The Journal of Infectious Diseases			
PMC3680389	PLoS ONE	3.752	PLoS One	Q2
PMC4852507	Disease Models & Mechanisms	5.732	Disease Models & Mechanisms	Q1
PMC6908821	Protein Engineering, Design and Selection			
PMC5699029	Proceedings of the National Academy of Sciences of the United States of America	12.779	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	Q1
PMC5462735	Scientific Reports	4.996	Scientific Reports	Q2
PMC8844408	Bone Research	13.362	Bone Research	Q1
PMC7841373	Frontiers in Bioengineering and Biotechnology	6.064	Frontiers in Bioengineering and Biotechnology	Q1
PMC6124650	International journal of obesity (2005)			
PMC4038610	PLoS Pathogens	7.464	PLoS Pathogens	Q1
PMC4830613	PLoS ONE	3.752	PLoS One	Q2
PMC4190876	Molecular Genetics & Genomic Medicine	2.473	Molecular Genetics & Genomic Medicine	Q3
PMC3627517	PLoS Genetics	6.02	PLoS Genetics	Q1
PMC5750234	Nature Communications	17.694	Nature Communications	Q1
PMC9133558	Frontiers in Immunology	8.786	Frontiers in Immunology	Q1
PMC4054668	Genome Biology	17.906	GENOME BIOLOGY	Q1
PMC6837234	Royal Society Open Science	3.653	Royal Society Open Science	Q2
PMC8765722	Frontiers in Psychology	4.232	Frontiers in Psychology	Q1
PMC9897660	Science Advances	14.957	Science Advances	Q1
PMC10092446	British Journal of Pharmacology	9.473	BRITISH JOURNAL OF PHARMACOLOGY	Q1
PMC7488386	Frontiers in Psychology	4.232	Frontiers in Psychology	Q1
PMC7987941	Frontiers in Genetics	4.772	Frontiers in Genetics	Q1
PMC5302847	Nature	69.504	NATURE	Q1
PMC5249084	PLoS ONE	3.752	PLoS One	Q2
PMC6077744	Proceedings of the National Academy of Sciences of the United States of America	12.779	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	Q1
PMC3814312	PLoS Genetics	6.02	PLoS Genetics	Q1
PMC3986071	PLoS ONE	3.752	PLoS One	Q2
PMC6877671	Frontiers in Immunology	8.786	Frontiers in Immunology	Q1
PMC5880245	Genome Research	9.438	GENOME RESEARCH	Q1
PMC7515694	Nucleic Acids Research	19.16	NUCLEIC ACIDS RESEARCH	Q1
PMC3392818	Arthritis Research & Therapy	5.606	ARTHRITIS RESEARCH & THERAPY	Q1
PMC3617018	PLoS Computational Biology	4.779	PLoS Computational Biology	Q1
PMC8372387	Annals of the Rheumatic Diseases	27.973	ANNALS OF THE RHEUMATIC DISEASES	Q1
PMC9825813	Brain Communications			
PMC7196827	Proceedings of the National Academy of Sciences of the United States of America	12.779	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	Q1
PMC5102409	PLoS Biology	9.593	PLOS BIOLOGY	Q1
PMC4699384	Genes & Development	12.89	GENES & DEVELOPMENT	Q1
PMC4548212	Frontiers in Molecular Neuroscience	6.261	Frontiers in Molecular Neuroscience	Q1
PMC4369741	Scientific Reports	4.996	Scientific Reports	Q2
PMC7406087	PLoS ONE	3.752	PLoS One	Q2
PMC4488845	PLoS Genetics	6.02	PLoS Genetics	Q1
PMC4041123	Nature genetics	41.307	NATURE GENETICS	Q1
PMC3490376	Human Mutation	4.7	HUMAN MUTATION	Q2
PMC8097376	EMBO Reports	9.071	EMBO REPORTS	Q1
PMC6603031	Scientific Reports	4.996	Scientific Reports	Q2
PMC6291356	Nature immunology	31.25	NATURE IMMUNOLOGY	Q1
PMC5642946	Nature human behaviour	24.252	Nature Human Behaviour	Q1
PMC3861729	Molecular & Cellular Proteomics : MCP			
PMC4362763	PLoS Genetics	6.02	PLoS Genetics	Q1
PMC6241851	Nature genetics	41.307	NATURE GENETICS	Q1
PMC8284675	PLoS Computational Biology	4.779	PLoS Computational Biology	Q1
PMC8245696	Frontiers in Psychiatry	5.435	Frontiers in Psychiatry	Q2
PMC4425562	PLoS ONE	3.752	PLoS One	Q2
PMC5987709	The Journal of Cell Biology			
PMC4067593	Frontiers in Neuroscience	5.152	Frontiers in Neuroscience	Q2
PMC9065953	Biology Letters	3.812	Biology Letters	Q2
PMC4824386	PLoS Genetics	6.02	PLoS Genetics	Q1
PMC7176632	Blood Cancer Journal	9.812	Blood Cancer Journal	Q1
PMC7394963	International Journal of Epidemiology	9.685	INTERNATIONAL JOURNAL OF EPIDEMIOLOGY	Q1
PMC4351529	Scientific Reports	4.996	Scientific Reports	Q2
PMC3383997	Cell	66.85	CELL	Q1
PMC7581004	PLoS Genetics	6.02	PLoS Genetics	Q1
PMC4377034	Breast Cancer Research : BCR			
PMC5749727	PLoS ONE	3.752	PLoS One	Q2
PMC6290031	Frontiers in Immunology	8.786	Frontiers in Immunology	Q1
PMC8899615	Philosophical Transactions of the Royal Society B: Biological Sciences			
PMC4465977	PLoS ONE	3.752	PLoS One	Q2
PMC4129401	American Journal of Human Genetics	11.043	AMERICAN JOURNAL OF HUMAN GENETICS	Q1
PMC9943651	Nucleic Acids Research	19.16	NUCLEIC ACIDS RESEARCH	Q1
PMC3574151	PLoS ONE	3.752	PLoS One	Q2
PMC4560525	PLoS Computational Biology	4.779	PLoS Computational Biology	Q1
PMC4588866	International Journal of Epidemiology	9.685	INTERNATIONAL JOURNAL OF EPIDEMIOLOGY	Q1
PMC6415955	Science Advances	14.957	Science Advances	Q1
PMC5154519	PLoS ONE	3.752	PLoS One	Q2
PMC3823782	Journal of Radiation Research	2.438	JOURNAL OF RADIATION RESEARCH	Q3
PMC4870776	Acta Neuropathologica Communications	7.578	Acta Neuropathologica Communications	Q1
PMC6433267	PLoS ONE	3.752	PLoS One	Q2
PMC4585937	Scientific Reports	4.996	Scientific Reports	Q2
PMC5777823	eLife	8.713	eLife	Q1
PMC5965900	PLoS Genetics	6.02	PLoS Genetics	Q1
PMC5749541	The Journal of Clinical Investigation			
PMC9991505	Genetics	4.402	GENETICS	Q2
PMC4497976	Global Health Action	2.996	Global Health Action	Q2
PMC3461016	PLoS ONE	3.752	PLoS One	Q2
PMC5325530	PLoS ONE	3.752	PLoS One	Q2
PMC4062056	Genome Medicine	15.266	Genome Medicine	Q1
PMC9016409	BMJ Open	3.006	BMJ Open	Q2
PMC3794609	Nucleic Acids Research	19.16	NUCLEIC ACIDS RESEARCH	Q1
PMC4281383	Journal of Molecular Medicine (Berlin, Germany)			
PMC5144691	Journal of Neurophysiology	2.974	JOURNAL OF NEUROPHYSIOLOGY	Q2
PMC7857397	Science (New York, N.y.)			
PMC4856998	Nucleic Acids Research	19.16	NUCLEIC ACIDS RESEARCH	Q1
PMC7521740	PLoS Medicine	11.613	PLOS MEDICINE	Q1
PMC8579020	Frontiers in Pediatrics	3.569	Frontiers in Pediatrics	Q2
PMC4411923	BMC Medical Genetics	2.023	BMC Medical Genetics	Q4
PMC8829548	Frontiers in Immunology	8.786	Frontiers in Immunology	Q1
PMC4364947	EMBO Molecular Medicine	14.26	EMBO Molecular Medicine	Q1
PMC7356324	Journal of Clinical Medicine	4.964	Journal of Clinical Medicine	Q2
PMC5654311	Cerebral Cortex (New York, NY)			
PMC9601785	Protein Science : A Publication of the Protein Society			
PMC4601528	Clinical immunology (Orlando, Fla.)			
PMC6122131	European Heart Journal	35.855	EUROPEAN HEART JOURNAL	Q1
PMC5788543	Autophagy	13.391	Autophagy	Q1
PMC4446525	Analytical and Bioanalytical Chemistry	4.478	ANALYTICAL AND BIOANALYTICAL CHEMISTRY	Q2
PMC5587582	Nature Communications	17.694	Nature Communications	Q1
PMC4795554	Nature	69.504	NATURE	Q1
PMC8376472	Frontiers in Neuroscience	5.152	Frontiers in Neuroscience	Q2
PMC7671384	NAR Genomics and Bioinformatics			
PMC5012352	Earth, Planets, and Space			
PMC4824279	Circulation	39.918	CIRCULATION	Q1
PMC6291067	PLoS ONE	3.752	PLoS One	Q2
PMC6096200	Frontiers in Human Neuroscience	3.473	Frontiers in Human Neuroscience	Q2
PMC4957801	PLoS ONE	3.752	PLoS One	Q2
PMC5543076	Scientific Reports	4.996	Scientific Reports	Q2
PMC5015703	Nature methods	47.99	NATURE METHODS	Q1
PMC4601728	PLoS ONE	3.752	PLoS One	Q2
PMC5491520	Scientific Reports	4.996	Scientific Reports	Q2
PMC2935574	The Journal of Cell Biology			
PMC3561241	PLoS Pathogens	7.464	PLoS Pathogens	Q1
PMC5091903	PLoS ONE	3.752	PLoS One	Q2
PMC3428944	The Journal of Experimental Medicine			
PMC8157933	Proceedings of the National Academy of Sciences of the United States of America	12.779	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	Q1
PMC5499168	Genetics	4.402	GENETICS	Q2
PMC4223730	BMC Genomics	4.547	BMC GENOMICS	Q2
PMC6365115	Science Advances	14.957	Science Advances	Q1
PMC5714928	Frontiers in Genetics	4.772	Frontiers in Genetics	Q1
PMC6516676	PLoS ONE	3.752	PLoS One	Q2
PMC3835463	Acta Neuropathologica Communications	7.578	Acta Neuropathologica Communications	Q1
PMC7611882	Nature metabolism	19.865	Nature Metabolism	Q1
PMC7593183	Ecology and Evolution	3.167	Ecology and Evolution	Q2
PMC3776390	Nature	69.504	NATURE	Q1
PMC3672107	PLoS ONE	3.752	PLoS One	Q2
PMC6492543	Frontiers in Immunology	8.786	Frontiers in Immunology	Q1
PMC7084102	Proceedings of the National Academy of Sciences of the United States of America	12.779	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	Q1
PMC5768241	Nature	69.504	NATURE	Q1
PMC4499804	Scientific Reports	4.996	Scientific Reports	Q2
PMC5850328	mBio	7.786	mBio	Q1
PMC4874425	Journal of the Royal Society Interface	4.293	Journal of the Royal Society Interface	Q2
PMC2820462	BMC Cancer	4.638	BMC CANCER	Q2
PMC4905655	PLoS Computational Biology	4.779	PLoS Computational Biology	Q1
PMC3197674	PLoS Genetics	6.02	PLoS Genetics	Q1
PMC4909758	Frontiers in Neuroanatomy	3.543	Frontiers in Neuroanatomy	Q1
PMC7611906	Nature chemical biology	16.174	Nature Chemical Biology	Q1
PMC3469460	Epigenetics	4.861	Epigenetics	Q1
PMC3197613	PLoS ONE	3.752	PLoS One	Q2
PMC4183770	BMC Pregnancy and Childbirth	3.105	BMC Pregnancy and Childbirth	Q2
PMC5078720	Frontiers in Physiology	4.755	Frontiers in Physiology	Q1
PMC5966192	Science Advances	14.957	Science Advances	Q1
PMC3305829	The Journal of investigative dermatology			
PMC7261198	Nucleic Acids Research	19.16	NUCLEIC ACIDS RESEARCH	Q1
PMC5013080	Annals of the Rheumatic Diseases	27.973	ANNALS OF THE RHEUMATIC DISEASES	Q1
PMC9715436	Frontiers in Molecular Biosciences	6.113	Frontiers in Molecular Biosciences	Q1
PMC3718830	PLoS ONE	3.752	PLoS One	Q2
PMC4456160	Nature structural & molecular biology	18.361	NATURE STRUCTURAL & MOLECULAR BIOLOGY	Q1
PMC6918200	JMIR Research Protocols			
PMC6396909	PLoS ONE	3.752	PLoS One	Q2
PMC7661046	Circulation. Arrhythmia and Electrophysiology			
PMC4050296	European Journal of Epidemiology	12.434	EUROPEAN JOURNAL OF EPIDEMIOLOGY	Q1
PMC5459820	Scientific Reports	4.996	Scientific Reports	Q2
PMC6579858	Frontiers in Immunology	8.786	Frontiers in Immunology	Q1
PMC8626854	Journal of Vision	2.004	JOURNAL OF VISION	Q3
PMC4331685	Journal of Cheminformatics	8.489	Journal of Cheminformatics	Q1
PMC4208622	The Journal of Infectious Diseases			
PMC4128348	mBio	7.786	mBio	Q1
PMC5612454	PLoS Computational Biology	4.779	PLoS Computational Biology	Q1
PMC5690282	eLife	8.713	eLife	Q1
PMC9115404	Plant Biotechnology Journal	13.263	PLANT BIOTECHNOLOGY JOURNAL	Q1
PMC5720812	PLoS Neglected Tropical Diseases	4.781	PLoS Neglected Tropical Diseases	Q1
PMC8794876	Proceedings of the National Academy of Sciences of the United States of America	12.779	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	Q1
PMC9945987	Proceedings of the National Academy of Sciences of the United States of America	12.779	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	Q1
PMC9022084	Molecular and Clinical Oncology			
PMC7165040	Molecular Psychiatry	13.437	MOLECULAR PSYCHIATRY	Q1
PMC3978825	Arthritis Research & Therapy	5.606	ARTHRITIS RESEARCH & THERAPY	Q1
PMC6098056	Scientific Reports	4.996	Scientific Reports	Q2
PMC10427446	Evolutionary Human Sciences			
PMC9290050	Journal of Quaternary Science			
PMC4676547	The Journal of Infectious Diseases			
PMC4767675	Nature materials	47.656	NATURE MATERIALS	Q1
PMC5061470	Science Advances	14.957	Science Advances	Q1
PMC6601215	Molecular & Cellular Proteomics : MCP			
PMC3975251	The International Journal of Behavioral Nutrition and Physical Activity			
PMC5674933	Frontiers in Human Neuroscience	3.473	Frontiers in Human Neuroscience	Q2
PMC5776127	Frontiers in Neuroanatomy	3.543	Frontiers in Neuroanatomy	Q1
PMC7179946	PLoS Pathogens	7.464	PLoS Pathogens	Q1
PMC4999310	eLife	8.713	eLife	Q1
PMC3828277	PLoS ONE	3.752	PLoS One	Q2
PMC7843702	Frontiers in Psychiatry	5.435	Frontiers in Psychiatry	Q2
PMC6703141	Frontiers in Immunology	8.786	Frontiers in Immunology	Q1
PMC2942856	BMC Bioinformatics	3.307	BMC BIOINFORMATICS	Q2
PMC5418740	Human Molecular Genetics	5.121	HUMAN MOLECULAR GENETICS	Q1
PMC3447303	Frontiers in Computational Neuroscience	3.387	Frontiers in Computational Neuroscience	Q2
PMC7613376	Nature human behaviour	24.252	Nature Human Behaviour	Q1
PMC4672064	Frontiers in Human Neuroscience	3.473	Frontiers in Human Neuroscience	Q2
PMC5917779	Brain	15.255	BRAIN	Q1
PMC6461295	PLoS Biology	9.593	PLOS BIOLOGY	Q1
PMC10231444	The BMJ			
PMC5375133	PLoS ONE	3.752	PLoS One	Q2
PMC7748287	PLoS Computational Biology	4.779	PLoS Computational Biology	Q1
PMC3553086	PLoS ONE	3.752	PLoS One	Q2
PMC5335492	Orphanet Journal of Rare Diseases	4.303	Orphanet Journal of Rare Diseases	Q2
PMC7817622	Frontiers in Immunology	8.786	Frontiers in Immunology	Q1
PMC9751020	Frontiers in Bioengineering and Biotechnology	6.064	Frontiers in Bioengineering and Biotechnology	Q1
PMC4308895	Genome Medicine	15.266	Genome Medicine	Q1
PMC6906594	Brain	15.255	BRAIN	Q1
PMC5385133	Nature structural & molecular biology	18.361	NATURE STRUCTURAL & MOLECULAR BIOLOGY	Q1
PMC6717262	Proceedings of the National Academy of Sciences of the United States of America	12.779	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	Q1
PMC6874565	Scientific Reports	4.996	Scientific Reports	Q2
PMC9545091	European Journal of Pain (London, England)			
PMC5861556	American Journal of Hypertension	3.08	AMERICAN JOURNAL OF HYPERTENSION	Q3
PMC5484707	Scientific Reports	4.996	Scientific Reports	Q2
PMC9174887	EMBO Molecular Medicine	14.26	EMBO Molecular Medicine	Q1
PMC3547797	PLoS Computational Biology	4.779	PLoS Computational Biology	Q1
PMC9260213	EMBO Molecular Medicine	14.26	EMBO Molecular Medicine	Q1
PMC8346860	Proceedings of the National Academy of Sciences of the United States of America	12.779	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	Q1
PMC5540823	Gut	31.793	GUT	Q1
PMC4677988	Cerebral Cortex (New York, NY)			
PMC4596459	Malaria Journal	3.469	MALARIA JOURNAL	Q2
PMC4515075	Journal of Cellular and Molecular Medicine	5.295	JOURNAL OF CELLULAR AND MOLECULAR MEDICINE	Q2
PMC7792680	American Journal of Physiology - Lung Cellular and Molecular Physiology			
PMC5409122	Human Molecular Genetics	5.121	HUMAN MOLECULAR GENETICS	Q1
PMC3787057	PLoS ONE	3.752	PLoS One	Q2
PMC6249609	The Journal of Infectious Diseases			
PMC3205872	Molecular & Cellular Proteomics : MCP			
PMC3777897	PLoS ONE	3.752	PLoS One	Q2
PMC5388433	Nucleic Acids Research	19.16	NUCLEIC ACIDS RESEARCH	Q1
PMC8989336	PLoS Neglected Tropical Diseases	4.781	PLoS Neglected Tropical Diseases	Q1
PMC4393637	BMC Medicine	11.15	BMC Medicine	Q1
PMC6829651	The Journal of Cell Biology			
PMC4664384	PLoS ONE	3.752	PLoS One	Q2
PMC7049113	Proceedings of the National Academy of Sciences of the United States of America	12.779	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	Q1
PMC4405042	Human Mutation	4.7	HUMAN MUTATION	Q2
PMC5825076	PLoS ONE	3.752	PLoS One	Q2
PMC4652335	Nature chemical biology	16.174	Nature Chemical Biology	Q1
PMC6873781	Frontiers in Psychiatry	5.435	Frontiers in Psychiatry	Q2
PMC7012473	Haematologica	11.047	HAEMATOLOGICA	Q1
PMC7732512	Frontiers in Psychiatry	5.435	Frontiers in Psychiatry	Q2
PMC8764966	The Journal of Experimental Medicine			
PMC3237342	Environmental Health Perspectives	11.035	ENVIRONMENTAL HEALTH PERSPECTIVES	Q1
PMC7198863	Frontiers in Immunology	8.786	Frontiers in Immunology	Q1
PMC3548309	Molecular Biology and Evolution	8.8	MOLECULAR BIOLOGY AND EVOLUTION	Q1
PMC3030921	Nature genetics	41.307	NATURE GENETICS	Q1
PMC3078834	BMC Medical Genomics	3.622	BMC Medical Genomics	Q2
PMC5749366	Gut	31.793	GUT	Q1
PMC2599754	Environmental Health Perspectives	11.035	ENVIRONMENTAL HEALTH PERSPECTIVES	Q1
PMC3928239	PLoS ONE	3.752	PLoS One	Q2
PMC7805881	Frontiers in Robotics and AI			
PMC7332089	PLoS Computational Biology	4.779	PLoS Computational Biology	Q1
PMC6604680	International Journal of Stroke	6.948	International Journal of Stroke	Q1
PMC8137693	Cell Death & Disease	9.685	Cell Death & Disease	Q1
PMC7363072	PLoS ONE	3.752	PLoS One	Q2
PMC3443947	EMBO Molecular Medicine	14.26	EMBO Molecular Medicine	Q1
PMC4243368	Molecular Cytogenetics	1.904	Molecular Cytogenetics	Q4
PMC5350654	International Journal of Integrated Care	2.913	International Journal of Integrated Care	Q2
PMC4080288	Frontiers in Behavioral Neuroscience	3.617	Frontiers in Behavioral Neuroscience	Q2
PMC6735890	Carcinogenesis	4.741	CARCINOGENESIS	Q2
PMC3424463	Disease Models & Mechanisms	5.732	Disease Models & Mechanisms	Q1
PMC7061739	Oncotarget			
PMC6354959	PLoS Medicine	11.613	PLOS MEDICINE	Q1
PMC5795783	Genes & Development	12.89	GENES & DEVELOPMENT	Q1
PMC4010902	The Journal of Experimental Medicine			
PMC8724515	Frontiers in Genetics	4.772	Frontiers in Genetics	Q1
PMC3606277	PLoS ONE	3.752	PLoS One	Q2
PMC4615866	Epigenetics & Chromatin	5.465	Epigenetics & Chromatin	Q1
PMC5344416	PLoS ONE	3.752	PLoS One	Q2
PMC3770677	PLoS ONE	3.752	PLoS One	Q2
PMC4248318	Genome Research	9.438	GENOME RESEARCH	Q1
PMC3655917	BMC Genomics	4.547	BMC GENOMICS	Q2
PMC3871596	PLoS ONE	3.752	PLoS One	Q2
PMC6050634	mSystems	7.324	mSystems	Q1
PMC3781161	PLoS ONE	3.752	PLoS One	Q2
PMC9291789	The European Journal of Neuroscience			
PMC5934493	Frontiers in Neurorobotics	3.493	Frontiers in Neurorobotics	Q2
PMC6919450	Clinical and Translational Gastroenterology	4.396	Clinical and Translational Gastroenterology	Q2
PMC3599131	BMC Public Health	4.135	BMC PUBLIC HEALTH	Q2
PMC8675201	JCI Insight	9.484	JCI Insight	Q1
PMC4049301	Human Molecular Genetics	5.121	HUMAN MOLECULAR GENETICS	Q1
PMC6858884	Nature	69.504	NATURE	Q1
PMC6607443	Life Science Alliance	5.781	Life Science Alliance	Q1
PMC10366374	Frontiers in Public Health	6.461	Frontiers in Public Health	Q1
PMC7613894	Nature genetics	41.307	NATURE GENETICS	Q1
PMC3554877	Molecular Psychiatry	13.437	MOLECULAR PSYCHIATRY	Q1
PMC6961871	PLoS ONE	3.752	PLoS One	Q2
PMC8126852	Proceedings of the National Academy of Sciences of the United States of America	12.779	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	Q1
PMC5536180	Nature	69.504	NATURE	Q1
PMC4180977	Genes & Development	12.89	GENES & DEVELOPMENT	Q1
PMC4306534	Stroke; a Journal of Cerebral Circulation			
PMC6420108	Nature immunology	31.25	NATURE IMMUNOLOGY	Q1
PMC3626718	Molecular Neurodegeneration	18.879	Molecular Neurodegeneration	Q1
PMC8024724	Molecular Oncology	7.449	Molecular Oncology	Q1
PMC5954204	mSystems	7.324	mSystems	Q1
PMC6637283	Frontiers in Cellular Neuroscience	6.147	Frontiers in Cellular Neuroscience	Q1
PMC6877107	Oncotarget			
PMC5540273	PLoS ONE	3.752	PLoS One	Q2
PMC4819606	Annals of the Rheumatic Diseases	27.973	ANNALS OF THE RHEUMATIC DISEASES	Q1
PMC6547425	Nucleic Acids Research	19.16	NUCLEIC ACIDS RESEARCH	Q1
PMC9483173	Frontiers in Pharmacology	5.988	Frontiers in Pharmacology	Q1
PMC5468228	Scientific Reports	4.996	Scientific Reports	Q2
PMC4593544	PLoS Neglected Tropical Diseases	4.781	PLoS Neglected Tropical Diseases	Q1
PMC4288720	PLoS Neglected Tropical Diseases	4.781	PLoS Neglected Tropical Diseases	Q1
PMC10092724	Antipode	4.246	ANTIPODE	Q1
PMC4490299	The Journal of Clinical Endocrinology and Metabolism			
PMC9730237	Frontiers in Immunology	8.786	Frontiers in Immunology	Q1
PMC7470373	PLoS Pathogens	7.464	PLoS Pathogens	Q1
PMC6601318	Hepatology Communications	5.701	Hepatology Communications	Q2
PMC4568946	EMBO Molecular Medicine	14.26	EMBO Molecular Medicine	Q1
PMC4338554	Nature Communications	17.694	Nature Communications	Q1
PMC4440714	PLoS ONE	3.752	PLoS One	Q2
PMC4142622	Molecular Biology of the Cell	3.612	MOLECULAR BIOLOGY OF THE CELL	Q3
PMC6314164	Genome Research	9.438	GENOME RESEARCH	Q1
PMC7735342	Royal Society Open Science	3.653	Royal Society Open Science	Q2
PMC6075756	PLoS ONE	3.752	PLoS One	Q2
PMC5830578	Scientific Reports	4.996	Scientific Reports	Q2
PMC4295281	BMC Public Health	4.135	BMC PUBLIC HEALTH	Q2
PMC5116238	eLife	8.713	eLife	Q1
PMC4419158	Metabolomics	4.747	Metabolomics	Q2
PMC8026023	PLoS ONE	3.752	PLoS One	Q2
PMC7591042	PLoS Biology	9.593	PLOS BIOLOGY	Q1
PMC3680713	Frontiers in Human Neuroscience	3.473	Frontiers in Human Neuroscience	Q2
PMC5964249	Nature Communications	17.694	Nature Communications	Q1
PMC5823648	Oncotarget			
PMC7784680	Neuropsychopharmacology	8.294	NEUROPSYCHOPHARMACOLOGY	Q1
PMC4246417	Nature Communications	17.694	Nature Communications	Q1
PMC7021319	PLoS ONE	3.752	PLoS One	Q2
PMC4476106	Scientific Reports	4.996	Scientific Reports	Q2
PMC5944993	PLoS ONE	3.752	PLoS One	Q2
PMC8271817	Proceedings of the National Academy of Sciences of the United States of America	12.779	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	Q1
PMC5736616	Nature Communications	17.694	Nature Communications	Q1
PMC8742532	Journal of Vision	2.004	JOURNAL OF VISION	Q3
PMC4596693	PLoS ONE	3.752	PLoS One	Q2
PMC9338237	Cell Death Discovery	7.109	Cell Death Discovery	Q2
PMC3447939	PLoS Genetics	6.02	PLoS Genetics	Q1
PMC6631873	Viruses	5.818	Viruses-Basel	Q2
PMC4601017	Journal of Biomechanics	2.789	JOURNAL OF BIOMECHANICS	Q3
PMC3754459	Brain	15.255	BRAIN	Q1
PMC5418037	The Journal of Biological Chemistry			
PMC9441691	Frontiers in Medicine	5.058	Frontiers in Medicine	Q2
PMC4826394	Genes & Development	12.89	GENES & DEVELOPMENT	Q1
PMC6476520	PLoS ONE	3.752	PLoS One	Q2
PMC5596446	Theranostics	11.6	Theranostics	Q1
PMC7773618	Annals of Biomedical Engineering	4.219	ANNALS OF BIOMEDICAL ENGINEERING	Q2
PMC3598080	EMBO Molecular Medicine	14.26	EMBO Molecular Medicine	Q1
PMC7239378	The Journal of Clinical Endocrinology and Metabolism			
PMC8957853	Frontiers in Neuroanatomy	3.543	Frontiers in Neuroanatomy	Q1
PMC4614142	Brain	15.255	BRAIN	Q1
PMC5570331	PLoS ONE	3.752	PLoS One	Q2
PMC8260562	European Psychiatry	7.156	EUROPEAN PSYCHIATRY	Q1
PMC9045599	PLoS ONE	3.752	PLoS One	Q2
PMC6714617	Frontiers in Psychology	4.232	Frontiers in Psychology	Q1
PMC3674010	PLoS ONE	3.752	PLoS One	Q2
PMC5532289	Scientific Reports	4.996	Scientific Reports	Q2
PMC6937213	Oncogene	8.756	ONCOGENE	Q1
PMC6887549	Nature	69.504	NATURE	Q1
PMC4181355	Pediatric Rheumatology Online Journal			
PMC5154392	Psychological Science	10.172	PSYCHOLOGICAL SCIENCE	Q1
PMC4569069	PLoS ONE	3.752	PLoS One	Q2
PMC4044041	PLoS ONE	3.752	PLoS One	Q2
PMC4448677	Genome Research	9.438	GENOME RESEARCH	Q1
PMC6003912	Scientific Reports	4.996	Scientific Reports	Q2
PMC6649756	Nucleic Acids Research	19.16	NUCLEIC ACIDS RESEARCH	Q1
PMC6034553	Frontiers in Cellular Neuroscience	6.147	Frontiers in Cellular Neuroscience	Q1
PMC7227379	Frontiers in Human Neuroscience	3.473	Frontiers in Human Neuroscience	Q2
PMC5392204	Lancet (London, England)			
PMC6157967	Science Advances	14.957	Science Advances	Q1
PMC4726541	PLoS ONE	3.752	PLoS One	Q2
PMC4418598	PLoS ONE	3.752	PLoS One	Q2
PMC10017961	Frontiers in Microbiology	6.064	Frontiers in Microbiology	Q1
PMC4275887	Philosophical Transactions of the Royal Society B: Biological Sciences			
PMC3871564	PLoS ONE	3.752	PLoS One	Q2
PMC4541364	Scientific Reports	4.996	Scientific Reports	Q2
PMC8457660	Science Advances	14.957	Science Advances	Q1
PMC9425776	Frontiers in Oncology	5.738	Frontiers in Oncology	Q2
PMC6646943	Journal of Cognition			
PMC10291711	Proceedings of the Royal Society B: Biological Sciences			
PMC8657702	International Journal of Molecular Sciences	6.208	INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES	Q1
